ExperimentType,ExpID,FolderID,EyeDx,EyeDy,EyeDz,EyeOx,EyeOy,EyeOz,IsValid,LeftBlinking,RightBlinking,GameTime,ConvergenceDistance,ConvergenceDistanceIsValid,LocalTime,CamPx,CamPy,CamPz,LocalCamPx,LocalCamPy,LocalCamPz,CamRx,CamRy,CamRz,CamRw,LocalCamRx,LocalCamRy,LocalCamRz,LocalCamRw,Timestamp,AreYouHappyToBePartOfOurExperiment,ExperimentID,Gender,AgeGroup,DoYouEncounterColourBlindness,GamingExperienceHowOftenDoYouPlayComputerGamesPCConsolemobile,ExperienceWithVirtualReality,Arrowsscene1HelpedMeToExploreTheEnvironment,Avatarsscene2HelpedMeToExploreTheEnvironment,ArrowsDistractMyAttention,AvatarsDistractMyAttention
Arrows,1,iys,0.07798767,0.01809692,0.9967804,-0.03159934,-0.006433579,-0.03338929,True,True,False,0.733353,0,False,04:55:30 PM,160.4136,196.469,-286.8749,0.6272378,2.390497,-1.517575,-0.09714084,0.9696488,0.09834939,0.201674,-0.01848663,0.938993,0.09522701,-0.329973,11/25/2021 17:02:06,Yes,iys,Male,20,No,Once a week,No experience,9,4,6,8
Arrows,1,iys,0.08795166,-0.003601074,0.996109,-0.03189517,-0.00624823,-0.03374129,True,True,False,0.7450935,0,False,04:55:30 PM,160.4153,196.469,-286.874,0.6288857,2.390419,-1.518599,-0.09606966,0.9678463,0.09734474,0.2111118,-0.01846664,0.9422697,0.09367474,-0.3209547,11/25/2021 17:02:06,Yes,iys,Male,20,No,Once a week,No experience,9,4,6,8
Arrows,1,iys,0.1147919,-0.001602173,0.9933777,-0.03203865,-0.006287888,-0.03351958,True,True,False,0.757167,0,False,04:55:30 PM,160.4169,196.4689,-286.8729,0.6305187,2.390306,-1.519487,-0.09511962,0.9660661,0.09627925,0.2199979,-0.01856144,0.9452807,0.09214419,-0.312425,11/25/2021 17:02:06,Yes,iys,Male,20,No,Once a week,No experience,9,4,6,8
Arrows,1,iys,0.09213257,0.07548523,0.9928741,-0.03219222,-0.006198029,-0.03364325,True,True,False,0.7681319,0,False,04:55:30 PM,160.4181,196.4688,-286.8721,0.6318586,2.390141,-1.520147,-0.09387001,0.9646213,0.09489521,0.2273527,-0.01850262,0.9477693,0.09020756,-0.3053745,11/25/2021 17:02:06,Yes,iys,Male,20,No,Once a week,No experience,9,4,6,8
Arrows,1,iys,0.09803772,0.06872559,0.9927979,-0.03236017,-0.006158188,-0.03362042,True,True,False,0.7799467,0,False,04:55:30 PM,160.4193,196.4687,-286.8712,0.6332011,2.389937,-1.520766,-0.09295689,0.9631109,0.09344307,0.2346165,-0.01876489,0.9501597,0.08839089,-0.2983814,11/25/2021 17:02:06,Yes,iys,Male,20,No,Once a week,No experience,9,4,6,8
Arrows,1,iys,0.148407,0.08665466,0.9851074,-0.03242563,-0.00618126,-0.03364887,True,True,False,0.7908819,0,False,04:55:30 PM,160.4202,196.4685,-286.8704,0.6343462,2.389726,-1.52125,-0.0922587,0.9618341,0.09190057,0.2406615,-0.01920897,0.9521214,0.08662603,-0.2925609,11/25/2021 17:02:06,Yes,iys,Male,20,No,Once a week,No experience,9,4,6,8
Arrows,1,iys,0.1299896,0.08457947,0.9878998,-0.03256392,-0.006096985,-0.03365424,True,True,False,0.8027979,0,False,04:55:30 PM,160.422,196.4683,-286.869,0.6363962,2.389412,-1.52214,-0.09149233,0.9590597,0.08939497,0.2526708,-0.02033832,0.9558486,0.08392698,-0.2808847,11/25/2021 17:02:06,Yes,iys,Male,20,No,Once a week,No experience,9,4,6,8
Arrows,1,iys,0.161438,0.05708313,0.9852142,-0.03262525,-0.006070404,-0.03365021,True,True,False,0.8153368,0,False,04:55:30 PM,160.4227,196.4682,-286.8684,0.6372838,2.389295,-1.522491,-0.09144026,0.9577084,0.08827421,0.2581499,-0.02109831,0.9574832,0.08287156,-0.2755236,11/25/2021 17:02:06,Yes,iys,Male,20,No,Once a week,No experience,9,4,6,8
Arrows,1,iys,0.1407318,0.1152649,0.9833069,-0.03269481,-0.00598552,-0.03370857,True,True,False,0.8271049,0,False,04:55:30 PM,160.4234,196.4681,-286.8678,0.63815,2.389196,-1.522792,-0.09140558,0.9564138,0.08701608,0.2633362,-0.02193247,0.9590106,0.08171193,-0.2704457,11/25/2021 17:02:06,Yes,iys,Male,20,No,Once a week,No experience,9,4,6,8
Arrows,1,iys,0.2568359,0.008972168,0.9664001,-0.03277463,-0.006001404,-0.03368645,True,True,False,0.8386611,0,False,04:55:30 PM,160.4232,196.4673,-286.8687,0.6371963,2.388419,-1.522956,-0.09135099,0.9552413,0.08584001,0.2679563,-0.02268426,0.9603522,0.08062009,-0.2659127,11/25/2021 17:02:06,Yes,iys,Male,20,No,Once a week,No experience,9,4,6,8
Arrows,1,iys,0.2174683,0.05325317,0.9746094,-0.03285968,-0.006014237,-0.03372365,True,True,False,0.8496616,0,False,04:55:30 PM,160.4235,196.4671,-286.8683,0.6377068,2.388148,-1.523089,-0.09120867,0.9541303,0.08486797,0.2722387,-0.0232422,0.9615772,0.07966249,-0.2616925,11/25/2021 17:02:06,Yes,iys,Male,20,No,Once a week,No experience,9,4,6,8
Arrows,1,iys,0.1812439,0.04328918,0.9824677,-0.0328821,-0.00603772,-0.03368553,True,True,False,0.8608561,0,False,04:55:30 PM,160.4239,196.4669,-286.8679,0.6382651,2.387953,-1.523201,-0.09114966,0.9532146,0.08394582,0.2757297,-0.02381303,0.9625639,0.07880072,-0.2582519,11/25/2021 17:02:06,Yes,iys,Male,20,No,Once a week,No experience,9,4,6,8
Arrows,1,iys,0.2323608,0.06584167,0.9703827,-0.0329697,-0.005987091,-0.03375734,True,True,False,0.8717816,0,False,04:55:30 PM,160.4242,196.4666,-286.8676,0.6386523,2.387617,-1.523347,-0.09090664,0.9523298,0.08302382,0.2791259,-0.02422239,0.963524,0.07784493,-0.2549018,11/25/2021 17:02:06,Yes,iys,Male,20,No,Once a week,No experience,9,4,6,8
Arrows,1,iys,0.2236481,0.1354218,0.96521,-0.03298309,-0.005931015,-0.0338374,True,True,False,0.8826737,0,False,04:55:30 PM,160.4245,196.4664,-286.8673,0.6391063,2.387387,-1.523414,-0.09063809,0.9516646,0.08232681,0.2816764,-0.02445861,0.9642425,0.07707877,-0.2523827,11/25/2021 17:02:06,Yes,iys,Male,20,No,Once a week,No experience,9,4,6,8
Arrows,1,iys,0.2604065,0.0473175,0.964325,-0.03297188,-0.005956711,-0.03376427,True,True,False,0.8948584,0,False,04:55:30 PM,160.4249,196.4662,-286.867,0.6395097,2.387175,-1.523555,-0.09015038,0.9509772,0.08171593,0.2843201,-0.02446676,0.9649885,0.07627179,-0.2497625,11/25/2021 17:02:06,Yes,iys,Male,20,No,Once a week,No experience,9,4,6,8
Arrows,1,iys,0.2795715,0.08621216,0.9562378,-0.03295496,-0.005902481,-0.03381821,True,True,False,0.9065654,0,False,04:55:30 PM,160.4252,196.466,-286.8666,0.6400256,2.387057,-1.523699,-0.08947218,0.9502283,0.08082893,0.2872761,-0.02446719,0.9658293,0.0751257,-0.2468427,11/25/2021 17:02:06,Yes,iys,Male,20,No,Once a week,No experience,9,4,6,8
Arrows,1,iys,0.2647095,-0.03399658,0.9637146,-0.03295447,-0.005945405,-0.03367577,True,True,False,0.9188187,0,False,04:55:30 PM,160.4256,196.466,-286.8663,0.6404295,2.38697,-1.523862,-0.08882393,0.9495627,0.07941774,0.2900585,-0.0247561,0.9666333,0.07354764,-0.2441268,11/25/2021 17:02:06,Yes,iys,Male,20,No,Once a week,No experience,9,4,6,8
Arrows,1,iys,0.230957,0.008178711,0.9729156,-0.03260703,-0.005969452,-0.03362134,True,True,False,0.9314556,0,False,04:55:30 PM,160.426,196.4659,-286.866,0.6409678,2.386878,-1.524092,-0.08829148,0.94876,0.07839167,0.2931107,-0.02495765,0.967476,0.07235779,-0.2411052,11/25/2021 17:02:06,Yes,iys,Male,20,No,Once a week,No experience,9,4,6,8
Arrows,1,iys,0.1535339,-0.01106262,0.9880676,-0.03222061,-0.005974396,-0.03349752,True,True,False,0.9444534,0,False,04:55:31 PM,160.4264,196.4657,-286.8656,0.6414723,2.386655,-1.524251,-0.08750291,0.9479878,0.07735026,0.2961071,-0.02494546,0.9683098,0.0710226,-0.2381382,11/25/2021 17:02:06,Yes,iys,Male,20,No,Once a week,No experience,9,4,6,8
Arrows,1,iys,0.06072998,0.01359558,0.9980469,-0.03157738,-0.005969346,-0.03353326,True,True,False,0.9585297,0,False,04:55:31 PM,160.4269,196.4656,-286.8652,0.642041,2.386518,-1.524461,-0.08645581,0.9472049,0.07649583,0.2991267,-0.02461664,0.9691474,0.06971357,-0.2351325,11/25/2021 17:02:06,Yes,iys,Male,20,No,Once a week,No experience,9,4,6,8
Arrows,1,iys,0.1111908,-0.04267883,0.9928741,-0.03151141,-0.005823868,-0.03371701,True,True,False,0.9714555,0,False,04:55:31 PM,160.4281,196.4654,-286.8643,0.6433427,2.386278,-1.525132,-0.08406656,0.9453329,0.07453668,0.306142,-0.02387759,0.9710501,0.06671888,-0.2281232,11/25/2021 17:02:06,Yes,iys,Male,20,No,Once a week,No experience,9,4,6,8
Arrows,1,iys,0.0970459,-0.07331848,0.992569,-0.03153107,-0.005894028,-0.03350086,True,True,False,0.9829471,0,False,04:55:31 PM,160.4288,196.4654,-286.8638,0.6441646,2.386241,-1.525534,-0.08326104,0.9441723,0.07411053,0.3100225,-0.02357301,0.9720303,0.06589581,-0.2241856,11/25/2021 17:02:06,Yes,iys,Male,20,No,Once a week,No experience,9,4,6,8
Arrows,1,iys,0.1123352,-0.07354736,0.9909363,-0.03156496,-0.005934967,-0.03337203,True,True,False,0.9937667,0,False,04:55:31 PM,160.4296,196.4655,-286.8634,0.6448839,2.386346,-1.525971,-0.08295174,0.9428188,0.07402305,0.3142172,-0.02353316,0.9730307,0.06561888,-0.2198901,11/25/2021 17:02:06,Yes,iys,Male,20,No,Once a week,No experience,9,4,6,8
Arrows,1,iys,0.1099854,-0.09022522,0.9898224,-0.03163356,-0.005903916,-0.03339127,True,True,False,1.005654,0,False,04:55:31 PM,160.4304,196.4656,-286.8628,0.6457713,2.386356,-1.526434,-0.08283171,0.9414645,0.07396826,0.3182958,-0.02363412,0.9739758,0.06547025,-0.2156995,11/25/2021 17:02:06,Yes,iys,Male,20,No,Once a week,No experience,9,4,6,8
Arrows,1,iys,0.1387787,-0.07234192,0.9876709,-0.03169397,-0.005860718,-0.03346233,True,True,False,1.017522,0,False,04:55:31 PM,160.4311,196.4657,-286.8625,0.64641,2.386418,-1.526965,-0.08301541,0.9400961,0.07401586,0.3222569,-0.02393799,0.9748582,0.06556918,-0.2116107,11/25/2021 17:02:06,Yes,iys,Male,20,No,Once a week,No experience,9,4,6,8
Arrows,1,iys,0.1499634,0.06652832,0.9864349,-0.03180274,-0.005794632,-0.0335264,True,True,False,1.029715,0,False,04:55:31 PM,160.4319,196.4658,-286.862,0.6472101,2.3865,-1.52747,-0.0827824,0.9388847,0.07415172,0.3257978,-0.02382148,0.975652,0.06553172,-0.2079456,11/25/2021 17:02:06,Yes,iys,Male,20,No,Once a week,No experience,9,4,6,8
Arrows,1,iys,0.1209564,0.01898193,0.9924622,-0.0318629,-0.005783829,-0.03354437,True,True,False,1.041235,0,False,04:55:31 PM,160.4326,196.4659,-286.8617,0.6477797,2.38654,-1.527874,-0.08242469,0.9376991,0.07453302,0.3291981,-0.02346592,0.9764013,0.06564181,-0.2044043,11/25/2021 17:02:06,Yes,iys,Male,20,No,Once a week,No experience,9,4,6,8
Arrows,1,iys,0.1766052,0.01976013,0.9840698,-0.03196561,-0.005800781,-0.03352835,True,True,False,1.053451,0,False,04:55:31 PM,160.4333,196.4661,-286.8613,0.6484878,2.386726,-1.528348,-0.08178102,0.9366918,0.07483479,0.3321449,-0.02288685,0.9770595,0.06553955,-0.2013343,11/25/2021 17:02:06,Yes,iys,Male,20,No,Once a week,No experience,9,4,6,8
